id,formattedAddress,addressLine1,addressLine2,city,state,stateFips,zipCode,county,countyFips,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,meta_source_county,meta_source_city,history.2025-05-17.event,history.2025-05-17.price,history.2025-05-17.listingType,history.2025-05-17.listedDate,history.2025-05-17.removedDate,history.2025-05-17.daysOnMarket,history.2026-06-02.event,history.2026-06-02.price,history.2026-06-02.listingType,history.2026-06-02.listedDate,history.2026-06-02.removedDate,history.2026-06-02.daysOnMarket,history.2026-08-03.event,history.2026-08-03.price,history.2026-08-03.listingType,history.2026-08-03.listedDate,history.2026-08-03.removedDate,history.2026-08-03.daysOnMarket,history.2026-07-21.event,history.2026-07-21.price,history.2026-07-21.listingType,history.2026-07-21.listedDate,history.2026-07-21.removedDate,history.2026-07-21.daysOnMarket,lotSize,yearBuilt,hoa.fee,history.2025-06-01.event,history.2025-06-01.price,history.2025-06-01.listingType,history.2025-06-01.listedDate,history.2025-06-01.removedDate,history.2025-06-01.daysOnMarket,history.2025-07-25.event,history.2025-07-25.price,history.2025-07-25.listingType,history.2025-07-25.listedDate,history.2025-07-25.removedDate,history.2025-07-25.daysOnMarket,history.2026-07-16.event,history.2026-07-16.price,history.2026-07-16.listingType,history.2026-07-16.listedDate,history.2026-07-16.removedDate,history.2026-07-16.daysOnMarket,history.2026-03-14.event,history.2026-03-14.price,history.2026-03-14.listingType,history.2026-03-14.listedDate,history.2026-03-14.removedDate,history.2026-03-14.daysOnMarket,history.2026-04-22.event,history.2026-04-22.price,history.2026-04-22.listingType,history.2026-04-22.listedDate,history.2026-04-22.removedDate,history.2026-04-22.daysOnMarket,history.2026-03-16.event,history.2026-03-16.price,history.2026-03-16.listingType,history.2026-03-16.listedDate,history.2026-03-16.removedDate,history.2026-03-16.daysOnMarket,history.2026-07-26.event,history.2026-07-26.price,history.2026-07-26.listingType,history.2026-07-26.listedDate,history.2026-07-26.removedDate,history.2026-07-26.daysOnMarket,history.2026-06-18.event,history.2026-06-18.price,history.2026-06-18.listingType,history.2026-06-18.listedDate,history.2026-06-18.removedDate,history.2026-06-18.daysOnMarket,history.2025-06-03.event,history.2025-06-03.price,history.2025-06-03.listingType,history.2025-06-03.listedDate,history.2025-06-03.removedDate,history.2025-06-03.daysOnMarket,history.2026-05-13.event,history.2026-05-13.price,history.2026-05-13.listingType,history.2026-05-13.listedDate,history.2026-05-13.removedDate,history.2026-05-13.daysOnMarket,history.2026-06-03.event,history.2026-06-03.price,history.2026-06-03.listingType,history.2026-06-03.listedDate,history.2026-06-03.removedDate,history.2026-06-03.daysOnMarket,history.2025-07-12.event,history.2025-07-12.price,history.2025-07-12.listingType,history.2025-07-12.listedDate,history.2025-07-12.removedDate,history.2025-07-12.daysOnMarket,history.2025-09-04.event,history.2025-09-04.price,history.2025-09-04.listingType,history.2025-09-04.listedDate,history.2025-09-04.removedDate,history.2025-09-04.daysOnMarket,history.2025-10-04.event,history.2025-10-04.price,history.2025-10-04.listingType,history.2025-10-04.listedDate,history.2025-10-04.removedDate,history.2025-10-04.daysOnMarket,history.2025-11-05.event,history.2025-11-05.price,history.2025-11-05.listingType,history.2025-11-05.listedDate,history.2025-11-05.removedDate,history.2025-11-05.daysOnMarket,history.2025-11-10.event,history.2025-11-10.price,history.2025-11-10.listingType,history.2025-11-10.listedDate,history.2025-11-10.removedDate,history.2025-11-10.daysOnMarket,history.2025-12-02.event,history.2025-12-02.price,history.2025-12-02.listingType,history.2025-12-02.listedDate,history.2025-12-02.removedDate,history.2025-12-02.daysOnMarket,history.2025-12-21.event,history.2025-12-21.price,history.2025-12-21.listingType,history.2025-12-21.listedDate,history.2025-12-21.removedDate,history.2025-12-21.daysOnMarket,history.2026-02-08.event,history.2026-02-08.price,history.2026-02-08.listingType,history.2026-02-08.listedDate,history.2026-02-08.removedDate,history.2026-02-08.daysOnMarket,history.2026-02-21.event,history.2026-02-21.price,history.2026-02-21.listingType,history.2026-02-21.listedDate,history.2026-02-21.removedDate,history.2026-02-21.daysOnMarket,history.2026-07-02.event,history.2026-07-02.price,history.2026-07-02.listingType,history.2026-07-02.listedDate,history.2026-07-02.removedDate,history.2026-07-02.daysOnMarket,history.2026-02-12.event,history.2026-02-12.price,history.2026-02-12.listingType,history.2026-02-12.listedDate,history.2026-02-12.removedDate,history.2026-02-12.daysOnMarket,history.2025-09-03.event,history.2025-09-03.price,history.2025-09-03.listingType,history.2025-09-03.listedDate,history.2025-09-03.removedDate,history.2025-09-03.daysOnMarket,history.2026-01-04.event,history.2026-01-04.price,history.2026-01-04.listingType,history.2026-01-04.listedDate,history.2026-01-04.removedDate,history.2026-01-04.daysOnMarket,history.2026-01-12.event,history.2026-01-12.price,history.2026-01-12.listingType,history.2026-01-12.listedDate,history.2026-01-12.removedDate,history.2026-01-12.daysOnMarket,history.2026-04-10.event,history.2026-04-10.price,history.2026-04-10.listingType,history.2026-04-10.listedDate,history.2026-04-10.removedDate,history.2026-04-10.daysOnMarket,history.2026-04-12.event,history.2026-04-12.price,history.2026-04-12.listingType,history.2026-04-12.listedDate,history.2026-04-12.removedDate,history.2026-04-12.daysOnMarket,history.2026-04-20.event,history.2026-04-20.price,history.2026-04-20.listingType,history.2026-04-20.listedDate,history.2026-04-20.removedDate,history.2026-04-20.daysOnMarket,history.2026-05-18.event,history.2026-05-18.price,history.2026-05-18.listingType,history.2026-05-18.listedDate,history.2026-05-18.removedDate,history.2026-05-18.daysOnMarket,history.2026-06-16.event,history.2026-06-16.price,history.2026-06-16.listingType,history.2026-06-16.listedDate,history.2026-06-16.removedDate,history.2026-06-16.daysOnMarket,history.2026-05-17.event,history.2026-05-17.price,history.2026-05-17.listingType,history.2026-05-17.listedDate,history.2026-05-17.removedDate,history.2026-05-17.daysOnMarket,history.2025-01-17.event,history.2025-01-17.price,history.2025-01-17.listingType,history.2025-01-17.listedDate,history.2025-01-17.removedDate,history.2025-01-17.daysOnMarket,history.2025-06-26.event,history.2025-06-26.price,history.2025-06-26.listingType,history.2025-06-26.listedDate,history.2025-06-26.removedDate,history.2025-06-26.daysOnMarket,history.2026-01-28.event,history.2026-01-28.price,history.2026-01-28.listingType,history.2026-01-28.listedDate,history.2026-01-28.removedDate,history.2026-01-28.daysOnMarket,history.2026-03-02.event,history.2026-03-02.price,history.2026-03-02.listingType,history.2026-03-02.listedDate,history.2026-03-02.removedDate,history.2026-03-02.daysOnMarket,history.2026-04-02.event,history.2026-04-02.price,history.2026-04-02.listingType,history.2026-04-02.listedDate,history.2026-04-02.removedDate,history.2026-04-02.daysOnMarket,history.2026-04-24.event,history.2026-04-24.price,history.2026-04-24.listingType,history.2026-04-24.listedDate,history.2026-04-24.removedDate,history.2026-04-24.daysOnMarket,history.2026-06-13.event,history.2026-06-13.price,history.2026-06-13.listingType,history.2026-06-13.listedDate,history.2026-06-13.removedDate,history.2026-06-13.daysOnMarket,history.2026-06-30.event,history.2026-06-30.price,history.2026-06-30.listingType,history.2026-06-30.listedDate,history.2026-06-30.removedDate,history.2026-06-30.daysOnMarket,history.2024-10-28.event,history.2024-10-28.price,history.2024-10-28.listingType,history.2024-10-28.listedDate,history.2024-10-28.removedDate,history.2024-10-28.daysOnMarket,history.2024-11-22.event,history.2024-11-22.price,history.2024-11-22.listingType,history.2024-11-22.listedDate,history.2024-11-22.removedDate,history.2024-11-22.daysOnMarket,history.2025-01-29.event,history.2025-01-29.price,history.2025-01-29.listingType,history.2025-01-29.listedDate,history.2025-01-29.removedDate,history.2025-01-29.daysOnMarket,history.2025-03-06.event,history.2025-03-06.price,history.2025-03-06.listingType,history.2025-03-06.listedDate,history.2025-03-06.removedDate,history.2025-03-06.daysOnMarket,history.2025-07-23.event,history.2025-07-23.price,history.2025-07-23.listingType,history.2025-07-23.listedDate,history.2025-07-23.removedDate,history.2025-07-23.daysOnMarket,history.2025-08-18.event,history.2025-08-18.price,history.2025-08-18.listingType,history.2025-08-18.listedDate,history.2025-08-18.removedDate,history.2025-08-18.daysOnMarket,history.2025-11-09.event,history.2025-11-09.price,history.2025-11-09.listingType,history.2025-11-09.listedDate,history.2025-11-09.removedDate,history.2025-11-09.daysOnMarket,history.2025-12-03.event,history.2025-12-03.price,history.2025-12-03.listingType,history.2025-12-03.listedDate,history.2025-12-03.removedDate,history.2025-12-03.daysOnMarket,history.2025-04-17.event,history.2025-04-17.price,history.2025-04-17.listingType,history.2025-04-17.listedDate,history.2025-04-17.removedDate,history.2025-04-17.daysOnMarket,history.2026-06-12.event,history.2026-06-12.price,history.2026-06-12.listingType,history.2026-06-12.listedDate,history.2026-06-12.removedDate,history.2026-06-12.daysOnMarket,history.2026-06-25.event,history.2026-06-25.price,history.2026-06-25.listingType,history.2026-06-25.listedDate,history.2026-06-25.removedDate,history.2026-06-25.daysOnMarket,history.2024-11-18.event,history.2024-11-18.price,history.2024-11-18.listingType,history.2024-11-18.listedDate,history.2024-11-18.removedDate,history.2024-11-18.daysOnMarket,history.2024-12-31.event,history.2024-12-31.price,history.2024-12-31.listingType,history.2024-12-31.listedDate,history.2024-12-31.removedDate,history.2024-12-31.daysOnMarket,history.2025-06-25.event,history.2025-06-25.price,history.2025-06-25.listingType,history.2025-06-25.listedDate,history.2025-06-25.removedDate,history.2025-06-25.daysOnMarket,history.2025-09-07.event,history.2025-09-07.price,history.2025-09-07.listingType,history.2025-09-07.listedDate,history.2025-09-07.removedDate,history.2025-09-07.daysOnMarket,history.2026-01-16.event,history.2026-01-16.price,history.2026-01-16.listingType,history.2026-01-16.listedDate,history.2026-01-16.removedDate,history.2026-01-16.daysOnMarket,history.2026-01-20.event,history.2026-01-20.price,history.2026-01-20.listingType,history.2026-01-20.listedDate,history.2026-01-20.removedDate,history.2026-01-20.daysOnMarket,history.2026-01-31.event,history.2026-01-31.price,history.2026-01-31.listingType,history.2026-01-31.listedDate,history.2026-01-31.removedDate,history.2026-01-31.daysOnMarket,history.2026-02-18.event,history.2026-02-18.price,history.2026-02-18.listingType,history.2026-02-18.listedDate,history.2026-02-18.removedDate,history.2026-02-18.daysOnMarket,history.2026-05-30.event,history.2026-05-30.price,history.2026-05-30.listingType,history.2026-05-30.listedDate,history.2026-05-30.removedDate,history.2026-05-30.daysOnMarket,history.2023-04-30.event,history.2023-04-30.price,history.2023-04-30.listingType,history.2023-04-30.listedDate,history.2023-04-30.removedDate,history.2023-04-30.daysOnMarket,history.2026-02-02.event,history.2026-02-02.price,history.2026-02-02.listingType,history.2026-02-02.listedDate,history.2026-02-02.removedDate,history.2026-02-02.daysOnMarket,history.2024-10-22.event,history.2024-10-22.price,history.2024-10-22.listingType,history.2024-10-22.listedDate,history.2024-10-22.removedDate,history.2024-10-22.daysOnMarket,history.2026-03-04.event,history.2026-03-04.price,history.2026-03-04.listingType,history.2026-03-04.listedDate,history.2026-03-04.removedDate,history.2026-03-04.daysOnMarket,history.2026-07-06.event,history.2026-07-06.price,history.2026-07-06.listingType,history.2026-07-06.listedDate,history.2026-07-06.removedDate,history.2026-07-06.daysOnMarket,history.2026-02-16.event,history.2026-02-16.price,history.2026-02-16.listingType,history.2026-02-16.listedDate,history.2026-02-16.removedDate,history.2026-02-16.daysOnMarket,history.2026-06-04.event,history.2026-06-04.price,history.2026-06-04.listingType,history.2026-06-04.listedDate,history.2026-06-04.removedDate,history.2026-06-04.daysOnMarket,history.2026-07-23.event,history.2026-07-23.price,history.2026-07-23.listingType,history.2026-07-23.listedDate,history.2026-07-23.removedDate,history.2026-07-23.daysOnMarket,history.2026-07-28.event,history.2026-07-28.price,history.2026-07-28.listingType,history.2026-07-28.listedDate,history.2026-07-28.removedDate,history.2026-07-28.daysOnMarket
"5008-Sierra-Pl,---349,-Tampa,-FL-33617","5008 Sierra Pl, # 349, Tampa, FL 33617",5008 Sierra Pl,# 349,Tampa,FL,12,33617,Hillsborough,057,28.026974,-82.400238,Apartment,1,1.0,827.0,Active,950,Standard,2026-08-03T00:00:00.000Z,,2026-05-31T00:00:00.000Z,2026-08-03T03:22:38.478Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,950,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1350.0,Standard,2026-06-16T00:00:00.000Z,2026-06-17T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1107-W-Arch-St,-Apt-A,-Tampa,-FL-33607","1107 W Arch St, Apt A, Tampa, FL 33607",1107 W Arch St,Apt A,Tampa,FL,12,33607,Hillsborough,057,27.95435,-82.471146,Apartment,2,1.0,550.0,Active,1295,Standard,2026-08-03T00:00:00.000Z,,2026-03-02T00:00:00.000Z,2026-08-03T03:22:38.477Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,1295,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1350.0,Standard,2026-05-17T00:00:00.000Z,2026-05-18T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5100-Burchette-Rd,-Unit-2907,-Tampa,-FL-33647","5100 Burchette Rd, Unit 2907, Tampa, FL 33647",5100 Burchette Rd,Unit 2907,Tampa,FL,12,33647,Hillsborough,057,28.091021,-82.400645,Townhouse,2,2.0,1020.0,Active,1900,Standard,2026-08-03T00:00:00.000Z,,2026-08-01T00:00:00.000Z,2026-08-03T03:22:38.477Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,1900,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6105-Paddock-Glen-Dr,---09-201,-Tampa,-FL-33634","6105 Paddock Glen Dr, # 09-201, Tampa, FL 33634",6105 Paddock Glen Dr,# 09-201,Tampa,FL,12,33634,Hillsborough,057,27.994299,-82.548653,Apartment,1,1.0,775.0,Active,2053,Standard,2026-08-03T00:00:00.000Z,,2026-01-17T00:00:00.000Z,2026-08-03T03:22:38.476Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,2053,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,2053.0,Standard,2026-02-21T00:00:00.000Z,2026-02-22T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,2053.0,Standard,2026-04-20T00:00:00.000Z,2026-04-21T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5008-Sierra-Pl,---512,-Tampa,-FL-33617","5008 Sierra Pl, # 512, Tampa, FL 33617",5008 Sierra Pl,# 512,Tampa,FL,12,33617,Hillsborough,057,28.026974,-82.400238,Apartment,1,1.0,723.0,Active,950,Standard,2026-08-03T00:00:00.000Z,,2026-05-31T00:00:00.000Z,2026-08-03T03:22:38.476Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,950,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13725-Susan-Kay-Dr,---45C,-Tampa,-FL-33613","13725 Susan Kay Dr, # 45C, Tampa, FL 33613",13725 Susan Kay Dr,# 45C,Tampa,FL,12,33613,Hillsborough,057,28.072006,-82.443687,Apartment,1,1.0,700.0,Active,1025,Standard,2026-08-03T00:00:00.000Z,,2025-01-03T00:00:00.000Z,2026-08-03T03:22:38.475Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,1025,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1025.0,Standard,2026-06-18T00:00:00.000Z,2026-06-19T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1200.0,Standard,2025-01-17T00:00:00.000Z,2025-01-18T00:00:00.000Z,1.0,Rental Listing,1025.0,Standard,2025-06-26T00:00:00.000Z,2025-06-27T00:00:00.000Z,1.0,Rental Listing,1025.0,Standard,2026-01-28T00:00:00.000Z,2026-01-29T00:00:00.000Z,1.0,Rental Listing,1025.0,Standard,2026-03-02T00:00:00.000Z,2026-03-03T00:00:00.000Z,1.0,Rental Listing,1025.0,Standard,2026-04-02T00:00:00.000Z,2026-04-03T00:00:00.000Z,1.0,Rental Listing,1025.0,Standard,2026-04-24T00:00:00.000Z,2026-04-25T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5008-Sierra-Pl,---186,-Tampa,-FL-33617","5008 Sierra Pl, # 186, Tampa, FL 33617",5008 Sierra Pl,# 186,Tampa,FL,12,33617,Hillsborough,057,28.026974,-82.400238,Apartment,3,2.0,1304.0,Active,1399,Standard,2026-08-03T00:00:00.000Z,,2026-05-31T00:00:00.000Z,2026-08-03T03:22:38.474Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,1399,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1900.0,Standard,2026-07-02T00:00:00.000Z,2026-07-03T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1900.0,Standard,2026-06-16T00:00:00.000Z,2026-06-17T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12780-Olive-Jones-Rd,---6824,-Tampa,-FL-33625","12780 Olive Jones Rd, # 6824, Tampa, FL 33625",12780 Olive Jones Rd,# 6824,Tampa,FL,12,33625,Hillsborough,057,28.060217,-82.566429,Apartment,2,2.0,1109.0,Active,2099,Standard,2026-08-03T00:00:00.000Z,,2026-06-12T00:00:00.000Z,2026-08-03T03:22:38.474Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,2099,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,2049.0,Standard,2026-06-13T00:00:00.000Z,2026-06-14T00:00:00.000Z,1.0,Rental Listing,2059.0,Standard,2026-06-30T00:00:00.000Z,2026-07-01T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1116-W-Carmen-St,-Unit-126,-Tampa,-FL-33606","1116 W Carmen St, Unit 126, Tampa, FL 33606",1116 W Carmen St,Unit 126,Tampa,FL,12,33606,Hillsborough,057,27.948723,-82.470779,Apartment,1,1.0,643.0,Active,1899,Standard,2026-08-03T00:00:00.000Z,,2026-07-01T00:00:00.000Z,2026-08-03T03:22:38.473Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,1899,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102-110-W-Logarto-Cir,---B104,-Tampa,-FL-33612","102-110 W Logarto Cir, # B104, Tampa, FL 33612",102-110 W Logarto Cir,# B104,Tampa,FL,12,33612,Hillsborough,057,28.05901,-82.458633,Apartment,2,2.0,825.0,Active,1450,Standard,2026-08-03T00:00:00.000Z,,2024-09-09T00:00:00.000Z,2026-08-03T03:22:38.472Z,1,Hillsborough,Tampa,,,,,,,,,,,,,Rental Listing,1450,Standard,2026-08-03T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1450.0,Standard,2026-03-14T00:00:00.000Z,2026-03-15T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1450.0,Standard,2025-10-04T00:00:00.000Z,2025-10-05T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2025-11-05T00:00:00.000Z,2025-11-06T00:00:00.000Z,1.0,,,,,,,,,,,,,Rental Listing,1450.0,Standard,2025-12-21T00:00:00.000Z,2025-12-22T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2026-02-08T00:00:00.000Z,2026-02-09T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1450.0,Standard,2026-04-12T00:00:00.000Z,2026-04-13T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2026-04-20T00:00:00.000Z,2026-04-21T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,1450.0,Standard,2024-10-28T00:00:00.000Z,2024-10-29T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2024-11-22T00:00:00.000Z,2024-11-23T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2025-01-29T00:00:00.000Z,2025-01-30T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2025-03-06T00:00:00.000Z,2025-03-07T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2025-07-23T00:00:00.000Z,2025-07-24T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2025-08-18T00:00:00.000Z,2025-08-19T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2025-11-09T00:00:00.000Z,2025-11-10T00:00:00.000Z,1.0,Rental Listing,1450.0,Standard,2025-12-03T00:00:00.000Z,2025-12-04T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
